ID,LICENSE ID,LEGAL_NAME,DOING_BUSINESS_AS_NAME,ADDRESS,CITY,STATE,ZIP CODE
2211431-20121229,2211431,"PARS ICE CREAM CO, INC.",PARS ICE CREAM CO. INC.,4825 W ARTHINGTON ST,CHICAGO,IL,60644
2211451-20121229,2211451,PAPA T'S ITALIANO,PAPA T'S ITALIANO,2843-2847 W 63RD ST,CHICAGO,IL,60629
2211488-20200816,2735278,PALETERIA AZTECA INC.,PALETERIA AZTECA #2,3119 W CERMAK RD 1ST CART 5,CHICAGO,IL,60623
2694744-20230616,2904770,"MEXI-TACOS, INC.",MEXI-TACOS,2300 S THROOP ST,CHICAGO,IL,60608
2333826-20140731,2333826,DA LOBSTA LLC,DA LOBSTA,131 N CLINTON ST 1ST 33,CHICAGO,IL,60661
2845633-20220705,2845633,RENE O RODRIGUEZ,COPOS DE NIEVE,6511 N CLARK ST 1,CHICAGO,IL,60626
2379920-20150211,2379920,NEIGHBOR CAPITAL LLC,NEIGHBOR CAPITAL LLC,3511 W FILLMORE ST 1ST,CHICAGO,IL,60624
1300855-20111016,2111442,PAPA T'S ITALIANO,PAPA T'S ITALIANO,2843 - 2847 W 63RD ST,CHICAGO,IL,60629
2385448-20210316,2769899,"PALETERIA CARRUCEL,INC.",PALETERIA CARRUCEL,6317 W GRAND AVE,CHICAGO,IL,60639
2622418-20181031,2622418,TACO MARIO'S LIMITED,TACO MARIO'S LIMITED VIN#5B4HP42V743387087 PL#2386532,2300 S THROOP ST,CHICAGO,IL,60608
2500820-20170718,2500820,GUIDO MICHAEL CALCAGNO,QUALITY CATERING,1204 W 36TH PL,CHICAGO,IL,60609
2256344-20130520,2256344,PANCHO' S ICE CREAM LLC,PANCHO' S ICE CREAM,4055 W 31ST ST 1ST,CHICAGO,IL,60623
2211348-20121229,2211348,FELIPE BENITEZ,PHILLIP'S ICE CREAM,2113 N MAJOR AVE,CHICAGO,IL,60639
2252817-20160316,2443778,RAUL MARTINEZ,PALETERIA AYUTLA,2404 W 46TH PL,CHICAGO,IL,60632
2256678-20151216,2431161,"AFTER HOURS PIZZA, LLC",BEAVERS COFFEE & DONUTS,131 N CLINTON ST 1ST 24,CHICAGO,IL,60661
2703817-20201022,2703817,TACOS CINCUENTA ARROBAS CORP.,TACOS CINCUENTA ARROBAS,2300 S THROOP ST,CHICAGO,IL,60608
2211418-20121229,2211418,JOSE LOPEZ,PALETERIA JALISCO,4219 N KEDZIE AVE,CHICAGO,IL,60618
2252833-20160316,2443786,RAUL MARTINEZ,PALETERIA AYUTLA,2404 W 46TH PL,CHICAGO,IL,60632
2252770-20200816,2775844,"LA AZTECA PALETERIA, INC.",LA AZTECA PALETERIA,3018 W CERMAK RD,CHICAGO,IL,60623
2405902-20230916,2921972,THE CAJUN CONNOISSEUR LLC,THE CAJUN CONNOISSEUR LLC,2300 S THROOP ST,CHICAGO,IL,60608
2211457-20121229,2211457,"ISLA TROPICAL, INC.",ISLA TROPICAL,2335 N CICERO AVE,CHICAGO,IL,60639
2211416-20130516,2242073,JOSE LOPEZ,PALETERIA JALISCO,4219 N KEDZIE AVE,CHICAGO,IL,60618
2452237-20160330,2452237,TAQUERIA LOS PATRONCITOS CO.,LA PATRONA,324 N LEAVITT ST,CHICAGO,IL,60612
2543433-20170907,2543433,MACIEJ BEREZNICKI,MATT'S CATERING,1204 W 36TH PL,CHICAGO,IL,60609
2246000-20130816,2268877,"PALETERIA OSO POLAR, INC.",PALETERIA OSO POLAR,6538 N CLARK ST 1 1,CHICAGO,IL,60626
2246931-20150816,2409748,"PALETERIA OSO POLAR, INC.","PALETERIA OSO POLAR, INC.",5633 W DIVERSEY AVE 1ST,CHICAGO,IL,60639
2252820-20140316,2314975,RAUL MARTINEZ,PALETERIA AYUTLA,2404 W 46TH PL,CHICAGO,IL,60632
2220948-20150516,2389644,"THE FAT SHALLOT, LLC","THE FAT SHALLOT, LLC",2300 S THROOP ST,CHICAGO,IL,60608
2256546-20130530,2256546,"VPC PIZZA TRUCK I, LLC",GIORDANO'S OF RUSH,730 N RUSH ST,CHICAGO,IL,60611
2626282-20190321,2626282,O'DADDY WRIGLEY LLC,SMOKE DADDY,2300 S THROOP ST,CHICAGO,IL,60608
1681033-20111016,2111448,PAPA T'S ITALIANO,PAPA T'S ITALIANO,2843-2847 W 63RD ST,CHICAGO,IL,60629
21318-20110516,2085903,"PARS ICE CREAM CO, INC.",PARS ICE CREAM CO. INC.,4825 W ARTHINGTON ST,CHICAGO,IL,60644
2886793-20230209,2886793,TASTY CHICAGO LLC,TASTY CHICAGO LLC,135 N KEDZIE AVE,CHICAGO,IL,60612
2211297-20170316,2507454,"PALETERIAS MONARCA, CORP.",PALETERIA MONARCA,6955 N CLARK ST,CHICAGO,IL,60626
2211453-20140216,2300948,STEVE THOMAS,STEVE'S 77 ICE CREAM,5350 W 38TH ST,CICERO,IL,60804
2594967-20180706,2594967,TAQUERIA LOS PATRONCITOS CO.,EL PATRON,2300 S THROOP ST,CHICAGO,IL,60608
2657982-20230616,2904435,THE HAPPY LOBSTER LLC,THE HAPPY LOBSTER,2300 S THROOP ST,CHICAGO,IL,60608
2211457-20170916,2545463,"ISLA TROPICAL, INC.",ISLA TROPICAL,2335 N CICERO AVE,CHICAGO,IL,60639
2506222-20170112,2506222,"CARNITAS,CHELAS AND CHICAS COMPANY #11",PALETERIA Y NEVERIA LA MEXICANA YOGURT AND CHURRO SHOP LTD,4171 S ARCHER AVE,CHICAGO,IL,60632
2390926-20210716,2789092,ANDRES QUILES ROJAS,MR QUILES ICE CREAM TRUCK # 3,2300 S THROOP ST,CHICAGO,IL,60608
2609325-20180730,2609325,"MEDTAK, LTD.","MEDTAK, LTD.",6955 N CLARK ST,CHICAGO,IL,60626
2840805-20221216,2872247,THE GILTY PIG LLC,THE GILTY PIG,135 N KEDZIE AVE,CHICAGO,IL,60612
2256371-20150616,2396282,PANCHO' S ICE CREAM LLC,PANCHO' S ICE CREAM,4055 W 31ST ST 1ST,CHICAGO,IL,60623
2464762-20170505,2464762,ROYAL ICE CREAM INC.,ROYAL ICE CREAM INC.,4825 W ARTHINGTON ST 1ST,CHICAGO,IL,60644
2298889-20160516,2456766,JACK'S FORK IN THE ROAD INC.,JACK'S FORK IN THE ROAD,2300 S THROOP ST,CHICAGO,IL,60608
2534921-20230816,2914210,MISERICORDIA/HEART OF MERCY,MISERICORDIA BAKERY/MISERICORDIA HEARTS AND FLOUR MFV,6300 N RIDGE AVE 2,CHICAGO,IL,60660
2488883-20190316,2645617,AMERICAN GLORY LLC,AMERICAN GLORY FOOD TRUCK,2300 S THROOP ST,CHICAGO,IL,60608
2458565-20170217,2458565,BEEYOO PROPERTIES LLC,LA COCINITA FOOD TRUCK CHICAGO,1625  CHICAGO AVE,EVANSTON,IL,60201
2689015-20190830,2689015,ESTHER'S ICE CREAM LLC,ESTHER'S ICE CREAM,324 N LEAVITT ST,CHICAGO,IL,60612
2293530-20140226,2293530,"CHICAGO FRUIT CART, INC.","CHICAGO FRUIT CART, INC.",3506 S STATE ST,CHICAGO,IL,60609
2868798-20221104,2868798,ICE CREAM MACHINE INC.,ICE CREAM MACHINE,324 N LEAVITT ST,CHICAGO,IL,60612
2211494-20121229,2211494,PALETERIA AZTECA INC.,PALETERIA AZTECA #2,3119 W CERMAK RD 1ST CART 11,CHICAGO,IL,60623
2211469-20121229,2211469,"ISLA TROPICAL, INC.",ISLA TROPICAL,2335 N CICERO AVE,CHICAGO,IL,60639
2211586-20130316,2229021,"PALETERIA BELMONT, INC.",ARCO IRIS,2950 W BELMONT AVE 1 1,CHICAGO,IL,60618
2476912-20160714,2476912,SUGAR BLISS LLC,SUGAR BLISS CAKE BOUTIQUE,115 N WABASH AVE 1,CHICAGO,IL,60602
2211522-20121229,2211522,D'S HOUSE INC.,D'S HOUSE,1708 W 63RD ST 1 1,CHICAGO,IL,60636
2621226-20181026,2621226,LOUD MOUTH FOOD BIKES LLC,LOUD MOUTH FOOD BIKES,324 N LEAVITT ST,CHICAGO,IL,60612
2379924-20150211,2379924,NEIGHBOR CAPITAL LLC,NEIGHBOR CAPITAL LLC,3511 W FILLMORE ST 1ST,CHICAGO,IL,60624
2319938-20140625,2319938,ERIK SALAZAR,MINA'S MEXICAN HOME COOKING AND SNACKS,2300 S THROOP ST,CHICAGO,IL,60608
2211457-20150916,2414788,"ISLA TROPICAL, INC.",ISLA TROPICAL,2335 N CICERO AVE,CHICAGO,IL,60639
2211591-20150316,2378040,"PALETERIA BELMONT, INC.",ARCO IRIS,2950 W BELMONT AVE 1 1,CHICAGO,IL,60618
2770938-20211001,2770938,VESSEL IL OPERATIONS LLC,REEF KITCHENS,135 N KEDZIE AVE,CHICAGO,IL,60612
2093674-20110510,2093674,"TAQUERO FUSION, INC.",TAQUERO FUSION,324 N LEAVITT ST 1ST,CHICAGO,IL,60612
2211588-20190316,2644885,"PALETERIA BELMONT, INC.",ARCO IRIS,2950 W BELMONT AVE 1 1,CHICAGO,IL,60618
2877056-20230317,2877056,EL TACO ENCEBOLLADO LLC,EL TACO ENCEBOLLADO,2300 S THROOP ST,CHICAGO,IL,60608
2211536-20131216,2292390,"PUEBLA ICE CREAM, INC.",PUEBLA ICE CREAM,4601 N ELSTON AVE 1,CHICAGO,IL,60630
2211346-20130516,2241679,FELIPE BENITEZ,PHILLIP'S ICE CREAM,2113 N MAJOR AVE,CHICAGO,IL,60639
2220596-20140516,2317323,"LA MEDITERRANEE, INC.",PORK CHOP,2637 S THROOP ST,CHICAGO,IL,60608
2314244-20140312,2314244,CHICAGO LOCAL MARKETS LLC,THE ROOST,1467 W IRVING PARK RD,CHICAGO,IL,60613
2397122-20171016,2554962,A.SWEETS GIRL LLC,A.SWEETS GIRL LLC,2300 S THROOP ST 1ST,CHICAGO,IL,60608
2536010-20190716,2669675,"EL SOL SALE PARA TODOS, INC.",L' PATRON,2300 S THROOP ST 1,CHICAGO,IL,60608
2211556-20190316,2644862,REYNA DE SABORES INC.,PALETERIA REINA DE SABORES,3015 W LAWRENCE AVE 1ST,CHICAGO,IL,60625
2391665-20150522,2391665,"JO SNOW, INC.",JO SNOW,627 N ALBANY AVE 1ST,CHICAGO,IL,60612
2262478-20150816,2410350,YESENIA N. LOPEZ,MAR.ICECREAM,2637 S THROOP ST 1ST,CHICAGO,IL,60608
2211662-20121229,2211662,STOP N GO LLC,STOP N GO LLC,324 N LEAVITT ST,CHICAGO,IL,60612
2225625-20130116,2225625,NEIGHBOR CAPITAL LLC,NEIGHBOR CAPITAL LLC,1601 W DIVISION ST,CHICAGO,IL,60622
2252770-,2252770,"LA AZTECA PALETERIA, INC.",LA AZTECA PALETERIA,3018 W CERMAK RD,CHICAGO,IL,60623
2256357-20150616,2396280,PANCHO' S ICE CREAM LLC,PANCHO' S ICE CREAM,4055 W 31ST ST 1ST,CHICAGO,IL,60623
2906384-20240411,2906384,"CARTER INVESTMENTS, INC.",SOUL & SMOKE,1601  PAYNE ST,EVANSTON,IL,60201
2114944-20110926,2114944,"ZULLO'S FOOD TRUCKS, INC.",ZFT,1103 W GRAND AVE 1ST,CHICAGO,IL,60642
2379914-20150211,2379914,NEIGHBOR CAPITAL LLC,NEIGHBOR CAPITAL LLC,3511 W FILLMORE ST 1ST,CHICAGO,IL,60624
2912091-20230706,2912091,GARPER IMPORTS LLC,GARPER IMPORTS,4442 N SHERIDAN RD,CHICAGO,IL,60640
2211311-20130316,2226193,"PALETERIAS MONARCA, CORP.","PALETERIAS MONARCA, CORP.",6955 N CLARK ST,CHICAGO,IL,60626
2542392-20210716,2790297,ALEX'S CATERING CORP,ALEX'S CATERING,1204 W 36TH PL,CHICAGO,IL,60609
2495774-20170530,2495774,ALEJANDRO ARROYO,THUNDERBIRD - ARROYO,1204 W 36TH PL 1ST,CHICAGO,IL,60609
1681036-20111016,2111449,PAPA T'S ITALIANO,PAPA T'S ITALIANO,2843-2847 W 63RD ST,CHICAGO,IL,60629
2252825-20160316,2443791,RAUL MARTINEZ,PALETERIA AYUTLA,2404 W 46TH PL,CHICAGO,IL,60632
2293261-20180216,2573725,FOOD TRUCK COMPANY LLC,LA BOULANGERIE FOOD TRUCK,324 N LEAVITT ST,CHICAGO,IL,60612
2211305-20170316,2507461,"PALETERIAS MONARCA, CORP.",PALETERIA MONARCA,6955 N CLARK ST,CHICAGO,IL,60626
2211590-20130316,2229025,"PALETERIA BELMONT, INC.",ARCO IRIS,2950 W BELMONT AVE 1 1,CHICAGO,IL,60618
2211538-20121229,2211538,"PUEBLA ICE CREAM, INC.",PUEBLA ICE CREAM,4601 N ELSTON AVE 1,CHICAGO,IL,60630
2211564-20190316,2644860,REYNA DE SABORES INC.,PALETERIA REINA DE SABORES,3015 W LAWRENCE AVE 1ST,CHICAGO,IL,60625
2262479-20181116,2624693,THE LIFEWAY KEFIR SHOP LLC,LIFEWAY KEFIR SHOP,324 N LEAVITT ST,CHICAGO,IL,60612
2247036-20130729,2247036,JAMAICA ISLAND JERK CHICKEN INCORPORATED,JAMAICA ISLAND JERK CHICKEN,5058 S HALSTED ST 1 C,CHICAGO,IL,60609
2247009-20130417,2247009,"PALETERIA OSO POLAR, INC.","PALETERIA OSO POLAR, INC.",5633 W DIVERSEY AVE 1ST,CHICAGO,IL,60639
2245996-20170816,2540133,"PALETERIA OSO POLAR, INC.","PALETERIA OSO POLAR, INC",6538 N CLARK ST 1 1,CHICAGO,IL,60626
2483226-20160727,2483226,"ERNESTINE'S PRODUCE STAND, INC.","ERNESTINE'S PRODUCE STAND, INC.",233 S WACKER DR,CHICAGO,IL,60606
2211275-20121229,2211275,THUNDERBIRD CATERING CO.,THUNDERBIRD CATERING,1204 W 36TH PL,CHICAGO,IL,60609
2334464-20140829,2334464,ABUNDANT FOOD INCORPORATED,ABUNDANT RESTAURANT,1509  SIBLEY BLVD,CALUMET CITY,IL,60409
2211506-20130116,2221421,JOSE OCAMPO,PALETERIA CARRUCEL,6317 W GRAND AVE,CHICAGO,IL,60639
2506215-20170112,2506215,"CARNITAS,CHELAS AND CHICAS COMPANY #11",PALETERIA Y NEVERIA LA MEXICANA YOGURT AND CHURRO SHOP LTD.,4171 S ARCHER AVE,CHICAGO,IL,60632
2373569-20160401,2373569,"THE FAT SHALLOT, LLC",THE FAT SHALLOT,2300 S THROOP ST,CHICAGO,IL,60608
2211497-20140816,2338214,PALETERIA AZTECA INC.,PALETERIA AZTECA #2,3119 W CERMAK RD 1ST CART 14,CHICAGO,IL,60623
2298971-20141023,2298971,GUIDO MICHAEL CALCAGNO,QUALITY CATERING,2637 S THROOP ST,CHICAGO,IL,60608
2211447-20121229,2211447,PAPA T'S ITALIANO,PAPA T'S ITALIANO,2843-2847 W 63RD ST,CHICAGO,IL,60629
2211593-20130316,2229029,"PALETERIA BELMONT, INC.",ARCO IRIS,2950 W BELMONT AVE 1 1,CHICAGO,IL,60618
2233054-20130308,2233054,"TGL GROUP, LLC",TGL GROUP - JERK,2300 S THROOP ST,CHICAGO,IL,60608
2850605-20230404,2850605,"FUNNEL CAKE & ICEE MAN, LLC",FUNNEL CAKE & ICEE MAN VIN# H64F5KYYK0A07586 PL #183297F,2300 S THROOP ST,CHICAGO,IL,60608
2211301-20130316,2226181,"PALETERIAS MONARCA, CORP.",PALETERIA MONARCA,6855 N CLARK ST,CHICAGO,IL,60626
2211460-20170916,2545466,"ISLA TROPICAL, INC.",ISLA TROPICAL,2335 N CICERO AVE,CHICAGO,IL,60639
2252764-20140816,2337263,"LA AZTECA PALETERIA, INC.",LA AZTECA PALETERIA,3018 W CERMAK RD,CHICAGO,IL,60623
2225621-20130116,2225621,NEIGHBOR CAPITAL LLC,NEIGHBOR CAPITAL LLC,4602 N BROADWAY,CHICAGO,IL,60640
2256465-20190616,2670620,PANCHO' S ICE CREAM LLC,PANCHO' S ICE CREAM,4055 W 31ST ST 1ST,CHICAGO,IL,60623
2542392-20230716,2910294,ALEX'S CATERING CORP,ALEX'S CATERING,1204 W 36TH PL,CHICAGO,IL,60609
2211305-20130316,2226185,"PALETERIAS MONARCA, CORP.",PALETERIA MONARCA,6955 N CLARK ST,CHICAGO,IL,60626
2252818-20160316,2443779,RAUL MARTINEZ,PALETERIA AYUTLA,2404 W 46TH PL,CHICAGO,IL,60632
2211384-20121229,2211384,LEONARDO LOPEZ,BAMBI,2051 W 47TH ST,CHICAGO,IL,60609
2542970-20171017,2542970,HANNAH GRINDLE,COOKIES AND CREAM,3109 N BROADWAY,CHICAGO,IL,60657
2232192-20130612,2232192,"NEW CARBON COMPANY, LLC",CARBON KITCHEN,2300 S THROOP ST,CHICAGO,IL,60608
2359967-20150511,2359967,"EFC RUSH IL, LLC",ELEAVEN FOOD COMPANY,1640 W HUBBARD ST 1ST,CHICAGO,IL,60622
2622080-20181026,2622080,COASTLINE CATERING LIMITED LIABILITY COMPANY,COASTLINE CATERING,2300 S THROOP ST,CHICAGO,IL,60608
2438139-20160217,2438139,AURORA VILLAGANA / JOSE SANCHEZ,SANCHEZ CATERING,2637 S THROOP ST,CHICAGO,IL,60608
2089377-20110627,2089377,"VALENTINA FOOD TRUCKS, LLC","VALENTINA FOOD TRUCKS, LLC",2159 W CHICAGO AVE 1,CHICAGO,IL,60622
2211581-20190316,2644882,"PALETERIA BELMONT, INC.",ARCO IRIS,2950 W BELMONT AVE 1 1,CHICAGO,IL,60618
2246929-20150816,2409746,"PALETERIA OSO POLAR, INC.","PALETERIA OSO POLAR, INC.",5633 W DIVERSEY AVE 1ST,CHICAGO,IL,60639
2252814-20160316,2443776,RAUL MARTINEZ,PALETERIA AYUTLA,2404 W 46TH PL,CHICAGO,IL,60632
2374042-20170316,2510254,BISI INC.,BISI RESTAURANT,853 S ROSELLE RD,SCHAMBURG,IL,60193
2802998-20220114,2802998,CASERAS SABOR REAL LLC,CASERAS SABOR REAL LLC,135 N KEDZIE AVE,CHICAGO,IL,60612
2278975-20150816,2409565,CURRY CATERING LLC,NAANSENSE FOOD TRUCK,2296 S BLUE ISLAND AVE 1ST,CHICAGO,IL,60608
2211484-20121229,2211484,PALETERIA AZTECA INC.,PALETERIA AZTECA #2,3119 W CERMAK RD 1ST CART 1,CHICAGO,IL,60623
2256546-20210616,2784053,"VPC PIZZA TRUCK I, LLC",GIORDANO'S OF RUSH,730 N RUSH ST,CHICAGO,IL,60611
2252712-20160816,2472797,"LA AZTECA PALETERIA, INC.",LA AZTECA PALETERIA,3018 W CERMAK RD,CHICAGO,IL,60623
2694744-20210616,2784859,"MEXI-TACOS, INC.",MEXI-TACOS,2300 S THROOP ST,CHICAGO,IL,60608
2252702-20130722,2252702,FELICIANO CORREA & RIGOBERTO CORREA-CORTES,PALETERIA REYNA DEL SUR,3719 E 106TH ST,CHICAGO,IL,60617
2470587-20170223,2470587,LA HUMITA ON WHEELS INC.,LA HUMITA ON WHEELS,2300 S THROOP ST 1,CHICAGO,IL,60608
2142478-20120316,2142478,KHURRAM ZAIDI CORPORATION,BIRYANI' S,2739 W DEVON AVE 1ST,CHICAGO,IL,60659
2384856-20160426,2384856,"CAP B, INC.",HAROLD' S CHICKEN # 55,2300 S THROOP ST 1ST,CHICAGO,IL,60608
2451375-20160324,2451375,STEVE THOMAS,STEVE'S 77 ICE CREAM,7451 W 100TH PL,BRIDGEVIEW,IL,60455
2918002-20240522,2918002,ICEBOXX LLC,ICEBOXX LLC,135 N KEDZIE AVE,CHICAGO,IL,60612
2385750-20210716,2789091,ANDRES QUILES ROJAS,MR. QUILES MEXICAN FOOD #2,2300 S THROOP ST,CHICAGO,IL,60608
2211657-20121229,2211657,LUIS M ALCARAZ,BLUEBERRY,4825 W ARTHINGTON ST,CHICAGO,IL,60644
2818107-20211117,2818107,DECADENT FLAVOR LLC,DECADENT FLAVOR,9148  LOUISIANA ST  E,MERRILLVILLE,IN,46410
2211308-20150316,2375465,"PALETERIAS MONARCA, CORP.",PALETERIA MONARCA,6955 N CLARK ST,CHICAGO,IL,60626
2901800-20230531,2901800,FABS ICE CREAM LLC,FABS ICE CREAM LLC,3622 S MORGAN ST,CHICAGO,IL,60609
2391863-20160420,2391863,"AFTER HOURS PIZZA, LLC",BEAVERS COFFEE & DONUTS,131 N CLINTON ST  24,CHICAGO,IL,60661
2850314-20221007,2850314,POMPEI TACOS LLC,POMPEI TACOS LLC,2300 S THROOP ST,CHICAGO,IL,60608
2263707-20170216,2502279,OLMAR CORPORATION INC.,CHEESIE'S PUB & GRUB,2300 S THROOP ST,CHICAGO,IL,60608
21322-20110516,2085904,"PARS ICE CREAM CO, INC.",PARS ICE CREAM CO. INC.,4825 W ARTHINGTON ST,CHICAGO,IL,60644
2245951-20170816,2540130,"PALETERIA OSO POLAR, INC.",PALETERIA OSO POLAR II,6538 N CLARK ST 1,CHICAGO,IL,60626
2938416-20231228,2938416,GORDITAS Y TACOS JULI INC.,GORDITAS Y TACOS JULI,135 N KEDZIE AVE,CHICAGO,IL,60612
2263361-20130625,2263361,JENI'S - ILLINOIS LLC,JENI' S SPLENDID ICE CREAMS,324 N LEAVITT ST 1ST,CHICAGO,IL,60612
2211529-20150916,2416318,JUAN MONTOYA,FRUTYLAND,4610 N KEDZIE AVE 1,CHICAGO,IL,60625
2211422-20121229,2211422,JOSE LOPEZ,PALETERIA JALISCO,4219 N KEDZIE AVE,CHICAGO,IL,60618
2252836-20180316,2575849,RAUL MARTINEZ,PALETERIA AYUTLA,2404 W 46TH PL,CHICAGO,IL,60632
2385447-20230316,2900686,"PALETERIA CARRUCEL,INC.",PALETERIA CARRUCEL,6317 W GRAND AVE,CHICAGO,IL,60639
2211589-20150316,2378038,"PALETERIA BELMONT, INC.",ARCO IRIS,2950 W BELMONT AVE 1 1,CHICAGO,IL,60618
2211299-20150316,2375456,"PALETERIAS MONARCA, CORP.",PALETERIA MONARCA,6855 N CLARK ST,CHICAGO,IL,60626
2211470-20130216,2223879,PATRICIA A ROBERTS,PATRICIA A ROBERTS,1700 S 3RD AVE,MAYWOOD,IL,60153
2211466-20130916,2274184,"ISLA TROPICAL, INC.",ISLA TROPICAL,2335 N CICERO AVE,CHICAGO,IL,60639
2390926-20190716,2668016,ANDRES QUILES ROJAS,MR QUILES ICE CREAM TRUCK # 3,2300 S THROOP ST,CHICAGO,IL,60608
2211590-20150316,2378039,"PALETERIA BELMONT, INC.",ARCO IRIS,2950 W BELMONT AVE 1 1,CHICAGO,IL,60618
2211304-20130316,2226184,"PALETERIAS MONARCA, CORP.",PALETERIA MONARCA,6955 N CLARK ST,CHICAGO,IL,60626
2368496-20151001,2368496,PERK UP INC.,DA PIZZA DUDE,2300 S THROOP ST,CHICAGO,IL,60608
2252770-20180816,2604151,"LA AZTECA PALETERIA, INC.",LA AZTECA PALETERIA,3018 W CERMAK RD,CHICAGO,IL,60623
2252830-20180316,2575854,RAUL MARTINEZ,PALETERIA AYUTLA,2404 W 46TH PL,CHICAGO,IL,60632
2129216-20111201,2129216,"WHEELS2FREEDOM, LLC",GETTA POLPETTA,2333 N MILWAUKEE AVE,CHICAGO,IL,60647
2483952-20160915,2483952,YUM DUM INC.,YUM DUM TRUCK,2300 S THROOP ST 1ST,CHICAGO,IL,60608
2359271-20190216,2640573,"FIRECAKES TRUCK ONE, LLC",FIRECAKES TRUCK,68 W HUBBARD ST,CHICAGO,IL,60654
2492989-20170118,2492989,"LOOP FOODS, LLC",PIEROGI RIG,131 N CLINTON ST,CHICAGO,IL,60661
2796798-20210913,2796798,RIGO'S TACOS CORP.,RIGO'S TACOS CORP.,324 N LEAVITT ST,CHICAGO,IL,60612
2271575-20210216,2765582,RAMON TORRES III,AZTEC DAVE'S FOOD TRUCK,2300 S THROOP ST,CHICAGO,IL,60608
2256354-20150616,2396278,PANCHO' S ICE CREAM LLC,PANCHO' S ICE CREAM,4055 W 31ST ST 1ST,CHICAGO,IL,60623
2211469-20150916,2414800,"ISLA TROPICAL, INC.",ISLA TROPICAL,2335 N CICERO AVE,CHICAGO,IL,60639
2438187-20180616,2594085,"BIBIMBOP, CORP.",BOP BAR KOREAN FOOD,239  GOLF MILL CENTER  1ST 322,NILES,IL,60714
2252838-,2252838,RAUL MARTINEZ,PALETERIA AYUTLA,2404 W 46TH PL,CHICAGO,IL,60632
2247012-20130417,2247012,"PALETERIA OSO POLAR, INC.","PALETERIA OSO POLAR, INC.",5633 W DIVERSEY AVE 1ST,CHICAGO,IL,60639
2157619-20120706,2157619,DOKKAEBI TACOS LLC,DOKKAEBI TACOS,324 N LEAVITT ST 2ND,CHICAGO,IL,60612
2744206-20200806,2744206,BY THE HAND CLUB FOR KIDS,NXT FRESH FOOD POP-UP,423 N LARAMIE AVE,CHICAGO,IL,60644
2211347-20121229,2211347,FELIPE BENITEZ,PHILLIP'S ICE CREAM,2113 N MAJOR AVE,CHICAGO,IL,60639
2796677-20210713,2796677,YUMMY HALAL FOOD LLC,YUMMY HALAL FOOD,2300 S THROOP ST,CHICAGO,IL,60608
2256349-20210616,2784033,PANCHO' S ICE CREAM LLC,PANCHO' S ICE CREAM,4055 W 31ST ST 1ST,CHICAGO,IL,60623
2488883-20170308,2488883,AMERICAN GLORY LLC,AMERICAN GLORY FOOD TRUCK,2300 S THROOP ST,CHICAGO,IL,60608
2256678-20171216,2562747,"AFTER HOURS PIZZA, LLC",BEAVERS COFFEE & DONUTS,131 N CLINTON ST 1ST 24,CHICAGO,IL,60661
2294405-20131127,2294405,EDGAR MARTINEZ,PALETERIA LA MORELIA,3108 W CERMAK RD,CHICAGO,IL,60623
2245954-20130816,2268870,"PALETERIA OSO POLAR, INC.",PALETERIA OSO POLAR II,6538 N CLARK ST 1 1,CHICAGO,IL,60626
2211292-20170316,2507449,"PALETERIAS MONARCA, CORP.",PALETERIA MONIARCAS,6955 N CLARK ST,CHICAGO,IL,60626
2293616-20141016,2352842,FIFTY FOUR ELEVEN LLC,FIFTY FOUR ELEVEN,2850 N CLARK ST,CHICAGO,IL,60657
2232743-20130530,2232743,"M & S IMPORTS, LTD.",SAPORI ANTICHI INTERNATIONAL IMPORTS,324 N LEAVITT ST,CHICAGO,IL,60612
2548953-20171116,2548953,HOME RUN INN PIZZA-SHEFFIELD INC.,HOME RUN INN,2300 S THROOP ST 1,CHICAGO,IL,60608
2211496-20140816,2338213,PALETERIA AZTECA INC.,PALETERIA AZTECA #2,3119 W CERMAK RD 1ST CART 13,CHICAGO,IL,60623
2694910-20200306,2694910,VESSEL IL OPERATIONS LLC,REEF KITCHENS,135 N KEDZIE AVE,CHICAGO,IL,60612
2211524-20150916,2416313,JUAN MONTOYA,FRUTYLAND,4610 N KEDZIE AVE 1,CHICAGO,IL,60625
2211468-20170916,2545474,"ISLA TROPICAL, INC.",ISLA TROPICAL,2335 N CICERO AVE,CHICAGO,IL,60639
2211649-20121229,2211649,"SOUPS IN THE LOOP, LLC",SOUPS IN THE LOOP,2777  MANNHEIM RD,DES PLAINES,IL,60018
2252771-20140816,2350429,"LA AZTECA PALETERIA, INC.",LA AZTECA PALETERIA,3018 W CERMAK RD,CHICAGO,IL,60623
2641561-20191016,2687379,ERNESTO OZUNA,TAMALES Y RESTAURANT COSTA,10148 S EWING AVE,CHICAGO,IL,60617
2252760-20140816,2350431,"LA AZTECA PALETERIA, INC.",LA AZTECA PALETERIA,3018 W CERMAK RD,CHICAGO,IL,60623
2457585-20160601,2457585,"DONERMEN, LLC","DONERMEN, L.L.C.",2300 S THROOP ST,CHICAGO,IL,60608
2211582-20190316,2644886,"PALETERIA BELMONT, INC.",ARCO IRIS,2950 W BELMONT AVE 1 1,CHICAGO,IL,60618
2211343-20130516,2241675,FELIPE BENITEZ,PHILLIP'S ICE CREAM,4221 N KEDZIE AVE 1ST,CHICAGO,IL,60618
